"","Parameter","Estimate","se","n_eff","Rhat","CI","p"
"1","Intercept",-21.0616510311074,2.06891735246203,3027.3174573619,1.00165421645537,"[-283.11, 215.38]",""
"2","pubyear",0.0108297383313103,0.00102985390445014,3027.95779518894,1.00165533704283,"[-0.11, 0.14]",""
"3","hed",0.257921084458672,0.00938629827102485,2545.60233678215,0.999466859357137,"[-0.51, 1.41]",""
"4","hed2",0.330019581126174,0.0102480940935169,2860.86737448828,0.999627952175018,"[-0.55, 1.66]",""
"5","diseaseYes",-0.146444412697931,0.00859353835640499,3414.87372711574,1.00010772543022,"[-1.49, 0.69]",""
"6","anxiety_testASR",-0.126883916129393,0.00666035253087257,2790.86230530605,1.00126800484065,"[-1.07, 0.44]",""
"7","anxiety_testdefense",-0.0137546922551447,0.00736948446643426,3577.37173004995,0.999838697509626,"[-1.06, 0.91]",""
"8","anxiety_testRCLB",0.114183101797227,0.0074950852056463,2891.05662062926,1.00058972359079,"[-0.58, 1.16]",""
"9","speciesrats",-0.0280615034554375,0.00493060229168036,3276.57374664255,1.00048254669133,"[-0.68, 0.57]",""
"10","tau2_w",0.758300064700635,0.00871038260585861,1265.40371601777,1.00139917244177,"[0.32, 1.54]","*"
"11","tau2_b",0.740968647943222,0.0165007865145618,1455.97091403303,1.00087004461495,"[0.06, 2.38]","*"
