"","Parameter","Estimate","se","n_eff","Rhat","CI","p"
"1","Intercept",44.1307165236604,2.0555326590379,1214.91075771218,1.00294734327856,"[-69.22, 214.48]",""
"2","pubyear",-0.0214953845561269,0.00102093021733115,1214.85222919867,1.00294388969535,"[-0.11, 0.03]",""
"3","hed",-0.434632373740427,0.0264031064934993,2452.56858709081,1.00048665488987,"[-3.71, 1.79]",""
"4","hed2",0.609187972165986,0.0383831780737344,2450.00909917876,1.00063838916863,"[-2.64, 5.35]",""
"5","sexFemale",-0.231783772533051,0.00959660241489895,1660.00198342963,1.00033746401066,"[-1.23, 0.32]",""
"6","sexNI",0.107636277237358,0.00842450833428411,2190.97568289406,0.999833116524724,"[-0.59, 1.12]",""
"7","timingdelay",0.107208057925032,0.0101413523678204,1906.89097773511,1.00055793651258,"[-0.71, 1.26]",""
"8","diseaseYes",0.485820510414564,0.0140943880073171,954.093045991592,1.00268836800953,"[-0.10, 1.41]",""
"9","anxiety_testdefense",0.105375321923897,0.00911095843147726,2010.26875329898,1.00039457375778,"[-0.63, 1.16]",""
"10","anxiety_testDoxapram",-0.180493243652175,0.0109486838523341,2079.02997210913,1.00159993970661,"[-1.54, 0.63]",""
"11","anxiety_testNSF",-0.0697064248830882,0.00596421961030884,2535.74894987764,1.00080390814543,"[-0.80, 0.49]",""
"12","anxiety_testSIT",-2.73949065855802,0.0134777390847739,2051.72784914304,1.00036201334681,"[-3.94, -1.52]","*"
"13","speciesmice",-0.0133027004303049,0.00563392118454762,1637.05966859926,1.00051262084037,"[-0.51, 0.48]",""
"14","frequencyMD",-0.115502768201542,0.00565074622178275,1562.43744249036,0.999974471360957,"[-0.68, 0.22]",""
"15","tau2_w",0.181938071150518,0.00398203984674761,708.80493051709,1.00523728363378,"[0.02, 0.43]","*"
"16","tau2_b",0.997275799846712,0.0100756192325168,1256.85476677509,1.00061310237669,"[0.46, 1.87]","*"
